Domain,IP Address,@ Symbol,URL Length,URL Depth,Redirection,HTTP/HTTPS in Domain,Shortening Service,Prefix/Suffix - in Domain,DNS Record,Web Traffic,Domain Age,End Period of Domain,IFrame Redirection,Status Bar Customization,Disabling Right Click,Website Forwarding,Label
romantican.co.il,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.geocities.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1
www.tripleorgy.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1
www.love-paradise.org,0,0,0,3,0,0,0,1,1,1,1,0,1,0,0,0,1
www.google.com,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,1
www.anzwers.net,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,1
groups.yahoo.com,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,1
www.ebonysite.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1
www.spicy-porn.com,0,0,0,5,0,0,0,1,0,1,0,1,1,0,0,0,1
www.pornzite.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1
www.schwule.de,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1
www.nude-asian-babe.com,0,0,0,4,0,0,0,1,1,1,1,1,1,1,1,1,1
www.afreesex.com,0,0,0,3,0,0,1,0,0,1,1,1,1,0,0,0,1
prostytutka.blog.onet.pl,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
fleurdumale.canalblog.com,0,0,0,3,0,0,0,0,1,1,1,1,1,0,0,0,1
www.wetmouths.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.amaninuniform.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.porno-service.com,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1,1,1
www.serveusesexy.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1
www.gobella.nl,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1
www.poonpictures.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1
www.vosfemmes.com,0,0,0,3,0,0,0,0,1,1,1,1,1,0,0,0,1
www.bdsmeroticism.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1
banado.net,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.maturesexsluts.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.hardcorebony.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
imagecraft.product.co.jp,0,0,0,3,0,0,1,0,1,1,1,0,1,0,0,0,1
www.firstcoastsocials.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.hostessenwohnung.de,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.rudejam.com,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1
groups.yahoo.com,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,1
www.blacktease.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1
www.geocities.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1
www.sexy-land.ch,0,0,0,3,0,0,0,1,1,1,1,0,1,0,0,0,1
www.twistedojin.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1
www.gayo.it,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.fredxxx.net,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1
www.shemale59.com.ar,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
www.weboverdrive.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1
mujweb.cz,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,1
www.escort-escort.de,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1
www.lamelaproibita.it,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.sexynudecoeds.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1
www.free-adult-pictures.us,0,0,0,3,0,0,0,1,1,1,1,0,1,0,0,0,1
www.tnavbondage.com,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1
www.foot-obsession.com,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1,1,1
www.freshamateurpics.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1
www.nudemodel.com,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,1
www.thexxxarchive.com,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,1
www.spankingpic.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1
www.simone11.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.sexy-grafik.de,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1
www.streetsex.net,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1
www.blastfurnace.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.kentuckywoman.co.uk,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.eonet.ne.jp,0,0,0,4,0,0,0,0,1,1,1,0,1,0,0,0,1
www.domina-akademie-berlin.de,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1
www.entertainmentxxx.com,0,0,0,2,0,0,1,0,0,1,1,0,1,0,0,0,1
www.homosexplaatjes.nl,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
vixenblogs.com,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,1
www.cordobesas.galeon.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.watchsomeporn.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1
www.1oral.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1
www.sexit.pl,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1
www.sexynudecoeds.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1
www.amateurindex.com,0,0,0,3,0,0,1,0,0,1,0,1,1,0,0,0,1
members.tripod.com,0,0,0,4,0,0,0,0,1,1,1,1,1,0,0,0,1
www.fetishclub.at,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.xpages.net,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,1
www.libertin-online.com,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1
www.adultwebpics.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1,1
www.trummpics.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.airportlounge.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.satinwoodpaddles.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
www.trafficcash.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.coventryescort.com,0,0,0,3,0,0,1,0,0,1,1,0,1,0,0,0,1
www.hot-nude-pictures.com,0,0,0,6,0,0,0,1,1,1,1,1,1,1,1,1,1
www.pornasians.com,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,1
www.huskyhunks.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.2ndhandsmoking.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1
www.xpages.net,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,1
www.realgoodporn.com,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,1
www.harborlight.co.jp,0,0,0,3,0,0,1,0,1,1,1,0,1,0,0,0,1
www.oriononlineshop.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.shemalexxxpics.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.cumshotfree.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.expectations.co.uk,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.2lesbiansex.com,0,0,0,3,0,0,1,0,1,1,1,1,1,1,1,1,1
www.thestatistician.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.vicky-escort-lyon.com,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,1
www.freeadult2000.com,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,1
www.stockroom.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1
metalpanda.unblog.fr,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
canbest.com,0,0,0,3,0,0,1,0,0,1,1,0,1,0,0,0,1
www.angelfire.com,0,0,0,5,0,0,0,0,1,1,1,1,1,0,0,0,1
pussies.adultbouncer.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
fotogaleri.superonline.com,0,0,1,3,0,0,0,0,0,1,1,0,1,0,0,0,1
xyzbluebook.org,0,0,0,4,0,0,0,0,1,1,1,0,1,0,0,0,1
www.crossdressingsissy.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1
www.enemarotica.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1
www.geocities.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1
www.sex-marks.com,0,0,0,5,0,0,0,1,0,1,1,0,1,0,0,0,1
www.iwantkink.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1
tnasupermarket.com,0,0,0,5,0,0,1,0,0,1,0,1,1,0,0,0,1
www.escorts-of-london.co.uk,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1
freespace.virgin.net,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,0,1
www.asianxxxthumbs.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1
www.vieilles-femmes-matures.com,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1
www.top-222.com,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1
www.sexibe.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
sex-toplista.zy.pl,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,1
www.fotosdesexo.com.br,0,0,0,4,0,0,0,0,1,1,1,1,1,0,0,0,1
www.pornocchio.com,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,1
www.vachss.com,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,1
www.different-strokes.co.uk,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1
www.ladiesinuniform.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.fetishdungeons.com,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,1
www.striptizmagazin.com,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1
www.erotik-webmaster-portal.com,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1
www.interda.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.nudetitty.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1
www.all-free-mature-pics.com,0,0,0,4,0,0,0,1,1,1,1,1,1,1,1,1,1
www.bdsm-bondage-pics-bondage-fetish-pics.com,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1
www.hotsexsites.org,0,0,1,5,0,0,0,0,0,1,1,0,1,0,0,0,1
www.mplstudios.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.sexosintabues.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.homoerection.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1
www.vixencreations.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.simpson-nelson.com,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1
www.berlinintim.de,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1
www.stern-wolfen.de,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1
www.free-porn-pics-sites.com,0,0,0,4,0,0,0,1,1,1,1,1,1,1,1,1,1
www.girl3d.com,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1
www.free-gay-porn-movies-pictures.com,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1
cleorifraf.free.fr,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1
www.ebony-and-ivory-cum-party.com,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1
www.porno-service.com,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1,1,1
nav.webring.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1
www.francky-services.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1
www.raw-amateur-sex.com,0,0,0,4,0,0,1,1,1,1,1,1,1,1,1,1,1
www.boobs-breasts.com,0,0,0,5,0,0,0,1,1,1,1,1,1,1,1,1,1
www.worldsexguide.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.kellygirl.co.uk,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.sandm.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.desiretpassion.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.leed.co.jp,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,1
hot-smut.com,0,0,0,4,0,0,1,1,0,1,1,0,1,0,0,0,1
www.laguna-erotikshop.de,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1
www.lesbiennes-et-sexe.com,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1
www.pizdarije.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1
www.hbutz.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.annuairex.ch,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,1
www.dragginladies.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
femsub-female-slave.com,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1
www.momointim.ch,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,1
www.schlagartig.at,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.bmeworld.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1
www.pheromone.ch,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,1
www.livejasmins.org,0,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,1
www.hotpornforwomen.com,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,0,1
www.hornytoad.com.au,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,1
lesbiennes-cochonnes.sexe-gratuit-hard.com,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1
tnasupermarket.com,0,0,0,4,0,0,1,0,0,1,0,1,1,0,0,0,1
www.blonde-escorts-uk.co.uk,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1
www.deenieshideaway.com,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,1
www.coolhardcore.com,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,1
www.gilda2sexydisco.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
afundasao.blogspot.com,0,0,0,2,0,0,1,0,1,1,1,1,0,0,0,0,1
www.shanafoster.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1
www.gratis6.dk,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.terra.es,0,0,0,4,0,0,0,0,1,1,1,0,1,0,0,0,1
www.teens-pics-free-porn-pussy-free-porn.com,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1
www.thexxxarchive.com,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,1
www.xxx-templates.org,0,0,0,2,0,0,0,1,1,1,1,0,1,0,0,0,1
www.yazzic.co.uk,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.pantyhose-fetish-sex.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1,1
chihiro009.blog76.fc2.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.mint-jp.com,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1
www.porno-ground.net,0,0,0,4,0,0,0,1,0,1,1,0,1,0,0,0,1
www.apervertsview.org,0,0,0,5,0,0,0,0,1,1,1,0,1,0,0,0,1
www.worldsexarchives.info,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,1
www.angelfire.com,0,0,0,5,0,0,0,0,1,1,1,1,1,0,0,0,1
www.sexyinuniforms.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.jennys-artwork.com,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1
sex-paysite-review.com,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1
www.dessous4u.de,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1
www.projectpee.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1
www.dfmfm.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1
www.urbane.co.jp,0,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,1
www.nudeblack-girls.com,0,0,0,4,0,0,0,1,1,1,1,1,1,1,1,1,1
www.sexy-dreams.com,0,0,0,6,0,0,0,1,0,1,1,0,1,0,0,0,1
www.flashyourrack.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.volupiasexshop.com.br,0,0,0,2,0,0,0,0,1,1,1,1,1,0,0,0,1
www.ladiesnighttonight.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,1,1
www.takeout-24.jp,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,1
www.free-hardcore-porn-hardcore-porn.com,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1
www.thexxxarchive.com,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,1
www.cyberspanking.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
libertinage2607.onlc.fr,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1
freespace.virgin.net,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,0,1
www.camgirls-deluxe.tv,0,0,0,3,0,0,0,1,1,1,1,0,1,0,0,0,1
www.xesyork.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.xxxnightdrive.com,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,1
www.mansclub.com,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1
www.chubby-chix.com,0,0,0,6,0,0,1,1,0,1,1,0,1,0,0,0,1
www.poonpictures.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.myarseisnotpansy.co.uk,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1
www.honey28.com,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1
www.fineasspics.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.meninfrance.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1
www.oz.dreadedned.com,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,1
www6.ocn.ne.jp,0,0,0,4,0,0,0,0,1,1,1,0,1,0,0,0,1
www.sextoy-hk.com,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1
www.urinelove.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.teenpornstars.net,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,1
www.lusttraum.de,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.hoteljun.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.xxcastle.com,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,1
www.crazypaarbln.de,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.sex.pl,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
www.poppers-shop.com,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1
tampabay.citysearch.com,0,0,0,5,0,0,0,0,1,1,1,1,1,0,0,0,1
schoolzone.kir.jp,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.bedtimebunnies.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
groups.yahoo.com,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,1
www.asian-girlsonline.com,0,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,1
www.rarecelebs.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1
www.free-teen-pics-free-teen-pics.com,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1
www.pornhome.com,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,1
sexypantyhoselinks.com,0,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,1
home.hetnet.nl,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1
www.deseosadultos.com.ar,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
members.tripod.com,0,0,0,4,0,0,0,0,1,1,1,1,1,0,0,0,1
www.dickstroking.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1
www.2playadult.nl,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,1
www.fantasiacanada.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
www.flyingshine.co.jp,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.ppmoon.de,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
www.culosardientes.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
www.tightlatina.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1
www.mistresslucrezia.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.penthousesanantonio.com,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1
www.hardcore-xxx-sex-pictures.com,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1
www.gayboysex.net,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1
www.free-group-sex-pictures-orgy.com,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1
www.simplystuds.com,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,1
www.nightland-sanssouci.de,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1
nicebod.net,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,1
1hardcore.com,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,1
www.austinfriends.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1
www.richardsonmag.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
www.sexdating.dk,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1
thighhighsocks.com,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,1
www.teen-sex-gallery.com,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1
www.avsring.com,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1,1
www.surftx.com,0,0,0,4,0,0,1,0,0,1,0,1,1,0,0,0,1
