Domain,IP Address,@ Symbol,URL Length,URL Depth,Redirection,HTTP/HTTPS in Domain,Shortening Service,Prefix/Suffix - in Domain,DNS Record,Web Traffic,Domain Age,End Period of Domain,IFrame Redirection,Status Bar Customization,Disabling Right Click,Website Forwarding,Label
www.pointlesswasteoftime.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.gamerevolution.com,0,0,1,7,0,0,0,0,0,1,1,0,1,0,0,0,0
www.2ofakind.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.sanctuarycovenant.org,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0
www.nbz.or.jp,0,0,0,5,0,0,0,0,1,1,1,0,1,0,0,0,0
www.kimsimmens.co.uk,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.sapphire.com.pk,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0
www.cdsmovers.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
en.wikipedia.org,0,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0
shinyatsukamoto.info,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.grandwarehouse.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.tila-tequila.info,0,0,0,3,0,0,0,1,1,1,1,0,1,0,0,0,0
dutchdapples.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.skiptongolfclub.co.uk,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.mckayphotography.com.au,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0
www.erma.com.au,0,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0
essika-espresso.com,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0
www.mcparts.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
elkinstech.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.sigepnyd.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.roma.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.contanica.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,0
www.oldash.org.uk,0,0,0,6,0,0,0,0,1,1,1,1,1,1,1,1,0
spiders.ucr.edu,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
surge.ods.org,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.capoeirausa.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.ipl.org,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,0
sharellmartin.biz,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
www.oatlands.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.threshold21.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.dauntlessmotors.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.devonwoodec.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.epinions.com,0,0,1,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.mountainboomer.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
ip30.eti.uva.nl,0,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.jbmax.com,0,0,0,2,0,0,1,0,0,1,1,0,1,0,0,0,0
www.cleanweb.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.jimmypardo.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
lyrics.rockmagic.net,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,0
www.aworldofgoodhealth.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.ed.gov,0,0,0,6,0,0,0,0,0,1,1,0,1,0,0,0,0
www.angelfire.com,0,0,0,5,0,0,0,0,1,1,1,1,1,0,0,0,0
www.nhtassoc.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.petfinder.com,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,0,0
www.ocf.net,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.oemagnet.com,0,0,0,3,0,0,1,0,1,1,1,1,1,1,1,1,0
www.ndt.net,0,0,0,7,0,0,0,0,0,1,1,0,1,0,0,0,0
www.scriptextractor.boom.ru,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.saintandrew.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.myukdate.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.homelesshusky.com,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,0
www.kcoy.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.honestreporting.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.mayanlegacyexport.com,0,0,0,3,0,0,1,0,1,1,1,1,1,1,1,1,0
www.gourd.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
groups.yahoo.com,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,0
www.lypstik.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
faculty.uca.edu,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.charmcityconcierge.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.adamsbank.com,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,0
www.gssgeomatics.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.idealcarbidedie.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.cerbain.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
www.centuryheli.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.prima-international.com,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0
www.sommerandengelhart.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,1,0
www.seed.slb.com,0,0,0,7,0,0,0,0,0,1,1,0,1,0,0,0,0
groups.yahoo.com,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,0
us.imdb.com,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,0
inkinmycoffee.blogspot.com,0,0,0,3,0,0,1,0,1,1,1,1,1,0,0,0,0
www.ontrak.net,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
members.tripod.com,0,0,0,4,0,0,0,0,1,1,1,1,1,0,0,0,0
www.informationbuilders.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.kinetic-web.com,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0
starving-eyes.com,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0
iphonegamers.net,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0
www.gencosystems.demon.co.uk,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.css.cornell.edu,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.fnbnamibia.com.na,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
modis-snow-ice.gsfc.nasa.gov,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0
www2.hawaii.edu,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.kidsenses.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
manuals2go.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.peigerfabrics.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.kannmfg.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.stanleyharp.on.ca,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.seanfx.com,0,0,0,2,0,0,1,0,0,1,1,0,1,0,0,0,0
www.amnestyusa.org,0,0,1,5,0,0,0,0,0,1,1,0,1,0,0,0,0
www.geocities.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.suesdoulaservice.co.uk,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www-history.mcs.st-andrews.ac.uk,0,0,0,4,0,0,0,1,0,1,1,0,1,0,0,0,0
www.cooperhill.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.carrollcommunity.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
141887.aceboard.net,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.fidosforfreedom.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.angelfire.com,0,0,0,5,0,0,0,0,1,1,1,1,1,0,0,0,0
www.geocities.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.ec3.at,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.atkinsdietalert.org,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0
www.firstbaptist.kennett.net,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
cancerandcareers.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.casatienevista.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,0
www.mailreader.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
volny.cz,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.brownshoe.com,0,0,0,3,0,0,0,0,1,1,1,1,1,0,0,0,0
www.greatproxylist.com,0,0,0,3,0,0,1,0,0,1,0,1,1,0,0,0,0
fineartbuilders.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.newadvent.org,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.salemcommunityconcerts.org,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0
www.naturepavilion.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0
www.ricsnt.org,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0
www2.dpi.qld.gov.au,0,0,0,4,0,0,0,0,1,1,1,0,1,0,0,0,0
udel.edu,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,0
www-samlab.unine.ch,0,0,0,2,0,0,0,1,1,1,1,0,1,0,0,0,0
www.josephpalazzo.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,0
www.thermoplast.dk,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0
www.platowoodwork.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.gamespot.com,0,0,0,6,0,0,1,0,0,1,1,0,1,0,0,0,0
www.qualtec.ie,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.law.gmu.edu,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.chinooknation.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.lostorder.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.geocities.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.freeceltic.com,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0
www.tntt.org,0,0,0,6,0,0,0,0,0,1,1,0,1,0,0,0,0
www.unreal.co.za,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.geocities.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.shagracing.co.uk,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,0
www.mapleislandrecords.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
freed.host.sk,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.angelfire.com,0,0,0,5,0,0,0,0,1,1,1,1,1,0,0,0,0
www.ghostown.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.econ.uiuc.edu,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.exoticrainforest.com,0,0,0,3,0,0,1,0,0,1,1,0,1,0,0,0,0
www.goldenchaintheatre.org,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.campwhisperingpines.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.nabla.hr,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.vermontclimbing.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
users.rowan.edu,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.hkbu.edu.hk,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,0
www.cvphc.org,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0
www.farminfo.org,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www267.pair.com,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,0
www.zetlandlodge.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.vincenzobalsamo.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.cyh.com,0,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.pakhost.com,0,0,0,3,0,0,1,0,0,1,1,0,1,0,0,0,0
www.topix.com,0,0,0,4,0,0,1,0,0,1,1,0,1,0,0,0,0
www.wildfeedtv.com,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,0
books.mirror.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.lse.ac.uk,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.ccel.org,0,0,0,7,0,0,0,0,0,1,1,0,1,0,0,0,0
www.backcountryoutfittersinc.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.iath.virginia.edu,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.guardianangelpetrescue.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.grushkin.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
abcnorio.org,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
oak.ucc.nau.edu,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.tv.com,0,0,1,6,0,0,0,0,0,1,1,0,1,0,0,0,0
www.frankwu.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.linbury-court.co.uk,0,0,0,3,0,0,1,1,0,1,1,0,1,0,0,0,0
www.cmu.edu,0,0,1,7,0,0,0,0,0,1,1,0,1,0,0,0,0
www.airwatercorp.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.themedattraction.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.wyny.com.mx,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.goaao.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.trsa.com.au,0,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0
www.belchamber.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.unispin.net,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.tesonic.net,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.hat.net,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,0
sourceforge.net,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,0
www.gamespot.com,0,0,0,6,0,0,1,0,0,1,1,0,1,0,0,0,0
scientifictranslations.co.uk,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.steuben.com,0,0,0,3,0,0,0,0,1,1,1,1,1,0,0,0,0
www.aginfo.com.au,0,0,0,4,0,0,0,0,1,1,1,0,1,0,0,0,0
www.zebo-werkzeuge.de,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0
www.captaincynic.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.eckmann.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.orcl-toolbox.com,0,0,0,2,0,0,1,1,0,1,1,0,1,0,0,0,0
webmonkey88.tripod.com,0,0,0,3,0,0,0,0,1,1,1,1,1,0,0,0,0
happythings.typepad.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.umich.edu,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,0
members.tripod.com,0,0,0,4,0,0,0,0,1,1,1,1,1,0,0,0,0
www.stats.gla.ac.uk,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.kansascityfed.org,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.alaskasnowmachineadventures.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.mcosgrove.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.prettypleasedesigns.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
newsbytes.curtin.edu.au,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0
www.swanboat.org,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.captainvans.com,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,0
www.sportscountrycamp.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.creativeclips.com.au,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0
www.somedancersandmusicians.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.indict.org.uk,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
homepage.ntlworld.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.midwestdressage.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.ao-p.com,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0
www.mechdc.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.nasaltufts.proboards58.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.historicalkits.co.uk,0,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.nimh.nih.gov,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.tccoa.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.baldosalami.it,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.elitecertify.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.angelfire.com,0,0,0,5,0,0,0,0,1,1,1,1,1,0,0,0,0
www.widomaker.com,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.hadesign.co.uk,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.marywhitecloud.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.btinternet.com,0,0,0,3,0,0,1,0,0,1,1,0,1,0,0,0,0
www.thewilltodo.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.verdibruno.it,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.southhillsbkf.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.spinnhuette.de,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.hollyword.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.sportscenterfnc.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,0
www.restorationcounselingministries.org,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0
aboutsubs.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.mstarlabs.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.islandgis.com,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
www.if-legends.org,0,0,0,4,0,0,0,1,0,1,1,0,1,0,0,0,0
www.seattleaa.org,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.bksh.com,0,0,0,3,0,0,0,0,1,1,1,1,1,0,0,0,0
www.infonet3.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
imdb.com,0,0,0,5,0,0,0,0,0,1,1,1,1,0,0,0,0
www.netmaps.net,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.creativechemistry.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
www.bright.net,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.informatik.uni-trier.de,0,0,1,7,0,0,0,1,0,1,1,0,1,0,0,0,0
garagedoorpartsales.com,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
na.fasson.com,0,0,0,6,0,0,0,0,0,1,1,0,1,0,0,0,0
www.questtechnologiesinc.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0
homicideworkinggroup.cos.ucf.edu,0,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0
www.bizfon.com,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0
www.geocities.com,0,0,0,6,0,0,0,0,0,1,1,0,1,0,0,0,0
www.world-recipes.info,0,0,0,4,0,0,0,1,0,1,1,0,1,0,0,0,0
happy-memories.com,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0
www.fovea-group.com,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0
